gene,rate,dataset
YKL073W,1.7614,Wall2005
YKL075C,1.9149,Wall2005
YKL077W,1.6271,Wall2005
YKL078W,1.4912,Wall2005
YKL079W,1.6847,Wall2005
YKL080W,0.965,Wall2005
YKL084W,2.0352,Wall2005
YKL085W,1.5438,Wall2005
YKL088W,2.0331,Wall2005
YKL089W,1.9544,Wall2005
YKL090W,1.5309,Wall2005
YKL091C,1.3223,Wall2005
YKL093W,1.427,Wall2005
YKL094W,1.8393,Wall2005
YKL095W,2.4001,Wall2005
YKL096W,1.704,Wall2005
YKL098W,1.7479,Wall2005
YKL100C,1.5236,Wall2005
YKL101W,1.7124,Wall2005
YKL103C,1.6353,Wall2005
YKL104C,1.258,Wall2005
YKL105C,2.1377,Wall2005
YKL108W,2.238,Wall2005
YKL109W,1.5468,Wall2005
YKL110C,1.6412,Wall2005
YKL112W,1.8691,Wall2005
YKL113C,1.5708,Wall2005
YKL114C,1.8398,Wall2005
YKL116C,1.5172,Wall2005
YKL117W,1.3713,Wall2005
YKL119C,1.2215,Wall2005
YKL120W,1.1246,Wall2005
YKL121W,1.6781,Wall2005
YKL122C,1.3883,Wall2005
YKL124W,1.471,Wall2005
YKL125W,0.9987,Wall2005
YKL126W,1.4259,Wall2005
YKL127W,1.4902,Wall2005
YKL128C,1.5935,Wall2005
YKL129C,1.6872,Wall2005
YKL130C,1.2417,Wall2005
YKL132C,1.534,Wall2005
YKL133C,1.5411,Wall2005
YKL134C,1.5015,Wall2005
YKL135C,1.6412,Wall2005
YKL138C,1.4958,Wall2005
YKL139W,1.6498,Wall2005
YKL140W,1.5631,Wall2005
YKL142W,1.5812,Wall2005
YKL146W,1.4989,Wall2005
YKL148C,1.2405,Wall2005
YKL149C,1.8227,Wall2005
YKL150W,1.6131,Wall2005
YKL151C,1.6275,Wall2005
YKL167C,1.7029,Wall2005
YKL170W,1.4582,Wall2005
YKL171W,1.5941,Wall2005
YKL172W,1.8475,Wall2005
YKL173W,1.6574,Wall2005
YKL174C,1.6611,Wall2005
YKL175W,1.3558,Wall2005
YKL176C,1.7649,Wall2005
YKL178C,1.6069,Wall2005
YKL183W,1.1115,Wall2005
YKL184W,1.873,Wall2005
YKL185W,1.3739,Wall2005
YKL187C,1.536,Wall2005
YKL188C,1.7026,Wall2005
YKL189W,1.5981,Wall2005
YKL191W,1.5734,Wall2005
YKL192C,1.2924,Wall2005
YKL193C,1.6289,Wall2005
YKL194C,1.6921,Wall2005
YKL201C,2.1639,Wall2005
YKL204W,1.2247,Wall2005
YKL205W,1.2326,Wall2005
YKL206C,1.3318,Wall2005
YKL208W,1.7475,Wall2005
YKL210W,1.3871,Wall2005
YKL211C,1.3999,Wall2005
YKL212W,1.3361,Wall2005
YKL214C,1.4317,Wall2005
YKL215C,1.693,Wall2005
YKL216W,1.4689,Wall2005
YKR001C,1.3432,Wall2005
YKR002W,1.3553,Wall2005
YKR003W,1.3243,Wall2005
YKR007W,1.4344,Wall2005
YKR008W,1.5857,Wall2005
YKR009C,1.6684,Wall2005
YKR010C,1.9673,Wall2005
YKR015C,1.6556,Wall2005
YKR016W,1.4056,Wall2005
YKR017C,1.2896,Wall2005
YKR018C,1.5615,Wall2005
YKR019C,1.5551,Wall2005
YKR020W,1.6459,Wall2005
YKR021W,1.6975,Wall2005
YKR022C,1.9475,Wall2005
YKR023W,1.7938,Wall2005
YKR029C,1.6592,Wall2005
YKR030W,1.4833,Wall2005
YKR041W,1.7383,Wall2005
YKR043C,1.2902,Wall2005
YKR044W,1.396,Wall2005
YKR046C,1.2486,Wall2005
YKR050W,1.4621,Wall2005
YKR051W,1.4522,Wall2005
YKR053C,1.5645,Wall2005
YKR055W,1.586,Wall2005
YKR059W,0.4991,Wall2005
YKR060W,1.4639,Wall2005
YKR061W,1.5617,Wall2005
YKR062W,1.5199,Wall2005
YKR063C,1.7869,Wall2005
YKR064W,1.8215,Wall2005
YKR065C,1.3626,Wall2005
YKR066C,2.1231,Wall2005
YKR067W,1.6567,Wall2005
YKR069W,1.4626,Wall2005
YKR070W,1.7321,Wall2005
YKR071C,1.6199,Wall2005
YKR072C,1.5478,Wall2005
YKR074W,1.5333,Wall2005
YKR075C,1.7925,Wall2005
YKR076W,1.6506,Wall2005
YKR077W,1.5213,Wall2005
YKR078W,1.5393,Wall2005
YKR079C,1.7418,Wall2005
YKR080W,1.3499,Wall2005
YKR081C,1.1684,Wall2005
YKR082W,1.5673,Wall2005
YKR084C,1.5429,Wall2005
YKR085C,1.1308,Wall2005
YKR088C,1.4883,Wall2005
YKR089C,1.552,Wall2005
YKR090W,1.7644,Wall2005
YKR098C,1.9728,Wall2005
YLL004W,1.603,Wall2005
YLL005C,1.3843,Wall2005
YLL019C,1.748,Wall2005
YLL021W,2.04,Wall2005
YLL022C,1.6256,Wall2005
YLL023C,1.4519,Wall2005
YLL027W,1.2284,Wall2005
YLL028W,1.4014,Wall2005
YLL029W,1.5966,Wall2005
YLL032C,1.6009,Wall2005
YLL033W,1.5236,Wall2005
YLL035W,1.543,Wall2005
YLL036C,1.6891,Wall2005
YLL038C,1.8032,Wall2005
YLL054C,1.7779,Wall2005
YLR002C,1.2537,Wall2005
YLR003C,1.5295,Wall2005
YLR005W,1.641,Wall2005
YLR007W,1.2817,Wall2005
YLR008C,1.5088,Wall2005
YLR009W,0.8345,Wall2005
YLR013W,1.6454,Wall2005
YLR021W,1.3767,Wall2005
YLR022C,1.3306,Wall2005
YLR023C,1.4959,Wall2005
YLR026C,1.5002,Wall2005
YLR035C,1.4714,Wall2005
YLR040C,1.4393,Wall2005
YLR045C,1.5068,Wall2005
YLR046C,1.9383,Wall2005
YLR049C,1.569,Wall2005
YLR055C,1.5661,Wall2005
YLR058C,0.6778,Wall2005
YLR059C,1.2668,Wall2005
YLR072W,1.6226,Wall2005
YLR073C,1.1309,Wall2005
YLR074C,1.4467,Wall2005
YLR077W,1.7453,Wall2005
YLR084C,1.7219,Wall2005
YLR089C,1.3687,Wall2005
YLR091W,1.6886,Wall2005
YLR092W,1.6776,Wall2005
YLR094C,1.5437,Wall2005
YLR197W,0.7633,Wall2005
YLR200W,1.1177,Wall2005
YLR201C,1.2809,Wall2005
YLR207W,1.4958,Wall2005
YLR208W,1.1374,Wall2005
YLR209C,1.4503,Wall2005
YLR210W,1.6242,Wall2005
YLR219W,1.4722,Wall2005
YLR220W,1.1142,Wall2005
YLR221C,1.8386,Wall2005
YLR222C,1.6664,Wall2005
YLR223C,2.5182,Wall2005
YLR224W,1.2764,Wall2005
YLR249W,0.4537,Wall2005
YLR250W,1.5182,Wall2005
YLR251W,1.1974,Wall2005
YLR253W,1.5231,Wall2005
YLR254C,1.8279,Wall2005
YLR259C,1.0028,Wall2005
YLR260W,1.7336,Wall2005
YLR262C,1.4497,Wall2005
YLR266C,1.676,Wall2005
YLR268W,1.2715,Wall2005
YLR271W,2.4328,Wall2005
YLR273C,1.8782,Wall2005
YLR284C,1.7929,Wall2005
YLR291C,1.3987,Wall2005
YLR292C,1.5271,Wall2005
YLR293C,0.4519,Wall2005
YLR295C,1.359,Wall2005
YLR298C,1.755,Wall2005
YLR308W,1.5517,Wall2005
YLR309C,2.2434,Wall2005
YLR312C,1.5669,Wall2005
YLR314C,1.4503,Wall2005
YLR315W,1.5105,Wall2005
YLR321C,1.537,Wall2005
YLR323C,2.099,Wall2005
YLR324W,1.6132,Wall2005
YLR326W,1.5304,Wall2005
YLR328W,1.5341,Wall2005
YLR335W,1.7684,Wall2005
YLR340W,0.491,Wall2005
YLR341W,2.0153,Wall2005
YLR348C,1.3503,Wall2005
YLR350W,1.6691,Wall2005
YLR351C,1.412,Wall2005
YLR353W,1.5092,Wall2005
YLR359W,1.2112,Wall2005
YLR360W,1.6785,Wall2005
YLR362W,1.5758,Wall2005
YLR369W,1.8511,Wall2005
YLR370C,1.4249,Wall2005
YLR372W,1.1084,Wall2005
YLR373C,1.4982,Wall2005
YLR375W,1.3236,Wall2005
YLR378C,1.0942,Wall2005
YLR380W,2.0662,Wall2005
YLR381W,1.5223,Wall2005
YLR382C,1.5541,Wall2005
YLR383W,1.6906,Wall2005
YLR385C,1.2716,Wall2005
YLR386W,1.5551,Wall2005
YLR392C,1.8388,Wall2005
YLR393W,1.2284,Wall2005
YLR394W,1.615,Wall2005
YLR395C,0.8397,Wall2005
YLR396C,1.5656,Wall2005
YLR403W,1.6657,Wall2005
YLR404W,1.6388,Wall2005
YLR405W,1.608,Wall2005
YLR408C,1.6063,Wall2005
YLR411W,1.6989,Wall2005
YLR413W,1.4964,Wall2005
YLR418C,1.5334,Wall2005
YLR419W,1.722,Wall2005
YLR421C,1.4178,Wall2005
YLR422W,1.6693,Wall2005
YLR423C,1.7347,Wall2005
YLR431C,1.7335,Wall2005
YLR432W,1.0458,Wall2005
YLR433C,1.4172,Wall2005
YLR440C,1.5779,Wall2005
YLR441C,0.3393,Wall2005
YLR442C,1.8253,Wall2005
YLR443W,1.3516,Wall2005
YLR446W,1.7565,Wall2005
YLR450W,1.5183,Wall2005
YLR452C,1.6412,Wall2005
YLR453C,1.4657,Wall2005
YLR456W,2.0545,Wall2005
YLR457C,1.8605,Wall2005
YML001W,1.0349,Wall2005
YML004C,1.3979,Wall2005
YML005W,1.6067,Wall2005
YML009C,1.0527,Wall2005
YML012W,0.9074,Wall2005
YML013W,1.5154,Wall2005
YML014W,1.8456,Wall2005
YML015C,1.6704,Wall2005
YML016C,1.4186,Wall2005
YML018C,1.1748,Wall2005
YML019W,1.3408,Wall2005
YML020W,1.5102,Wall2005
YML021C,1.477,Wall2005
YML022W,1.1439,Wall2005
YML030W,1.619,Wall2005
YML031W,1.3225,Wall2005
YML035C,1.3582,Wall2005
YML037C,1.4942,Wall2005
YML042W,1.4004,Wall2005
YML043C,1.5388,Wall2005
YML046W,1.1776,Wall2005
YML047C,1.3396,Wall2005
YML048W,1.6228,Wall2005
YML049C,1.6825,Wall2005
YML051W,1.4923,Wall2005
YML052W,1.3901,Wall2005
YML053C,1.4291,Wall2005
YML059C,1.4614,Wall2005
YML060W,1.4874,Wall2005
YML061C,1.607,Wall2005
YML062C,1.9339,Wall2005
YML063W,0.2274,Wall2005
YML064C,1.2683,Wall2005
YML066C,1.2331,Wall2005
YML068W,1.4345,Wall2005
YML069W,1.4734,Wall2005
YML071C,2.0691,Wall2005
YML075C,1.2892,Wall2005
YML076C,1.5602,Wall2005
YML077W,1.2833,Wall2005
YML078W,1.2041,Wall2005
YML079W,1.1884,Wall2005
YML080W,1.4529,Wall2005
YML082W,1.7519,Wall2005
YML087C,1.5394,Wall2005
YML088W,1.5701,Wall2005
YML091C,1.5855,Wall2005
YML092C,1.2792,Wall2005
YML093W,1.7888,Wall2005
YML095C,1.5813,Wall2005
YML096W,1.4648,Wall2005
YML097C,1.5859,Wall2005
YML098W,2.213,Wall2005
YML099C,1.6815,Wall2005
YML101C,1.7574,Wall2005
YML102W,1.9726,Wall2005
YML103C,1.7192,Wall2005
YML105C,1.5736,Wall2005
YML106W,0.8064,Wall2005
YML109W,1.6032,Wall2005
YML110C,1.3437,Wall2005
YML111W,1.3922,Wall2005
YML112W,1.4368,Wall2005
YML113W,1.0825,Wall2005
YML114C,1.3502,Wall2005
YML115C,1.4329,Wall2005
YML116W,1.74,Wall2005
YML117W,1.6383,Wall2005
YML118W,1.697,Wall2005
YML119W,1.5718,Wall2005
YML120C,1.5767,Wall2005
YML121W,1.9996,Wall2005
YML126C,0.7738,Wall2005
YMR002W,1.4052,Wall2005
YMR003W,1.2335,Wall2005
YMR005W,1.7458,Wall2005
YMR006C,1.4511,Wall2005
YMR008C,1.4513,Wall2005
YMR009W,1.5993,Wall2005
YMR010W,1.2789,Wall2005
YMR015C,0.9744,Wall2005
YMR016C,1.736,Wall2005
YMR017W,2.0769,Wall2005
YMR018W,1.5748,Wall2005
YMR026C,1.237,Wall2005
YMR027W,1.5544,Wall2005
YMR029C,1.4025,Wall2005
YMR032W,1.6007,Wall2005
YMR034C,1.4835,Wall2005
YMR035W,1.4085,Wall2005
YMR039C,1.6896,Wall2005
YMR041C,1.8982,Wall2005
YMR042W,1.6807,Wall2005
YMR043W,1.7112,Wall2005
YMR044W,1.6582,Wall2005
YMR047C,1.7202,Wall2005
YMR048W,1.8231,Wall2005
YMR054W,1.3786,Wall2005
YMR055C,1.6311,Wall2005
YMR058W,1.5957,Wall2005
YMR060C,1.4952,Wall2005
YMR061W,1.1184,Wall2005
YMR062C,1.7312,Wall2005
YMR063W,1.3664,Wall2005
YMR064W,1.6677,Wall2005
YMR066W,1.8778,Wall2005
YMR067C,1.5316,Wall2005
YMR068W,1.8118,Wall2005
YMR081C,1.6354,Wall2005
YMR086W,1.6817,Wall2005
YMR087W,1.624,Wall2005
YMR092C,1.6265,Wall2005
YMR093W,1.3702,Wall2005
YMR095C,1.3433,Wall2005
YMR096W,1.7282,Wall2005
YMR097C,1.6552,Wall2005
YMR098C,1.6474,Wall2005
YMR099C,1.4308,Wall2005
YMR100W,1.8186,Wall2005
YMR101C,1.8761,Wall2005
YMR104C,1.8342,Wall2005
YMR106C,1.5743,Wall2005
YMR108W,1.2625,Wall2005
YMR110C,1.7952,Wall2005
YMR112C,1.675,Wall2005
YMR113W,1.6215,Wall2005
YMR115W,1.6321,Wall2005
YMR118C,1.5325,Wall2005
YMR119W,1.6815,Wall2005
YMR126C,1.5475,Wall2005
YMR138W,1.3512,Wall2005
YMR145C,1.2504,Wall2005
YMR146C,1.0163,Wall2005
YMR147W,1.4434,Wall2005
YMR148W,1.2943,Wall2005
YMR149W,1.093,Wall2005
YMR150C,1.6344,Wall2005
YMR152W,1.8623,Wall2005
YMR153W,1.565,Wall2005
YMR154C,1.656,Wall2005
YMR155W,1.4447,Wall2005
YMR156C,1.9701,Wall2005
YMR157C,1.5724,Wall2005
YMR160W,1.593,Wall2005
YMR161W,1.1621,Wall2005
YMR175W,2.2773,Wall2005
YMR178W,1.9688,Wall2005
YMR179W,1.8281,Wall2005
YMR180C,1.7433,Wall2005
YMR181C,1.1049,Wall2005
YMR182C,1.1432,Wall2005
YMR184W,1.4543,Wall2005
YMR185W,1.5334,Wall2005
YMR186W,0.7696,Wall2005
YMR187C,1.7099,Wall2005
YMR188C,1.8389,Wall2005
YMR189W,1.4951,Wall2005
YMR192W,1.5177,Wall2005
YMR193W,1.6188,Wall2005
YMR197C,1.6332,Wall2005
YMR198W,1.6296,Wall2005
YMR199W,1.1773,Wall2005
YMR200W,1.2326,Wall2005
YMR203W,0.9153,Wall2005
YMR204C,1.7748,Wall2005
YMR205C,0.815,Wall2005
YMR206W,1.5265,Wall2005
YMR209C,1.5342,Wall2005
YMR211W,1.7028,Wall2005
YMR212C,1.3099,Wall2005
YMR213W,1.7506,Wall2005
YMR217W,0.9623,Wall2005
YMR218C,1.6517,Wall2005
YMR220W,1.5932,Wall2005
YMR221C,1.5467,Wall2005
YMR223W,1.4642,Wall2005
YMR224C,1.5633,Wall2005
YMR232W,1.7912,Wall2005
YMR233W,1.5869,Wall2005
YMR234W,1.8663,Wall2005
YMR235C,1.4313,Wall2005
YMR236W,1.9617,Wall2005
YMR237W,1.4341,Wall2005
YMR238W,1.7133,Wall2005
YMR240C,1.848,Wall2005
YMR241W,1.046,Wall2005
YMR243C,1.3486,Wall2005
YMR247C,1.7437,Wall2005
YMR250W,1.7734,Wall2005
YMR251W,1.2448,Wall2005
YMR255W,1.524,Wall2005
YMR256C,1.1297,Wall2005
YMR257C,1.5524,Wall2005
YMR259C,1.5802,Wall2005
YMR260C,0.9732,Wall2005
YMR261C,1.4046,Wall2005
YMR262W,1.333,Wall2005
YMR263W,1.8138,Wall2005
YMR264W,1.1932,Wall2005
YMR265C,1.5379,Wall2005
YMR266W,1.6997,Wall2005
YMR267W,1.6857,Wall2005
YMR268C,1.6109,Wall2005
YMR273C,1.7467,Wall2005
YMR275C,1.4446,Wall2005
YMR276W,1.4917,Wall2005
YMR277W,1.2878,Wall2005
YMR279C,1.5299,Wall2005
YMR280C,1.9355,Wall2005
YMR281W,1.4767,Wall2005
YMR282C,1.5844,Wall2005
YMR283C,1.5476,Wall2005
YMR286W,1.2962,Wall2005
YMR287C,1.7285,Wall2005
YMR288W,1.5023,Wall2005
YMR290C,1.194,Wall2005
YMR294W,2.0666,Wall2005
YMR296C,1.5834,Wall2005
YMR297W,1.3503,Wall2005
YMR298W,1.3009,Wall2005
YMR299C,1.6442,Wall2005
YMR300C,1.2371,Wall2005
YMR301C,1.603,Wall2005
YMR302C,1.5085,Wall2005
YMR306W,1.4461,Wall2005
YMR308C,1.3508,Wall2005
YMR309C,1.0672,Wall2005
YMR310C,1.3463,Wall2005
YMR311C,2.0478,Wall2005
YMR312W,1.2832,Wall2005
YMR313C,1.5803,Wall2005
YMR314W,0.8912,Wall2005
YMR315W,1.4393,Wall2005
YMR316W,1.9446,Wall2005
YMR319C,1.6345,Wall2005
YNL002C,1.2553,Wall2005
YNL003C,1.26,Wall2005
YNL005C,1.597,Wall2005
YNL007C,1.6294,Wall2005
YNL009W,1.5178,Wall2005
YNL010W,1.0455,Wall2005
YNL011C,1.7043,Wall2005
YNL014W,1.6158,Wall2005
YNL015W,1.1498,Wall2005
YNL022C,1.3623,Wall2005
YNL023C,1.5893,Wall2005
YNL024C,1.1225,Wall2005
YNL025C,1.4297,Wall2005
YNL026W,1.4092,Wall2005
YNL027W,1.588,Wall2005
YNL037C,1.3363,Wall2005
YNL039W,1.9378,Wall2005
YNL046W,1.2778,Wall2005
YNL047C,1.691,Wall2005
YNL048W,1.4808,Wall2005
YNL051W,1.6532,Wall2005
YNL052W,0.9986,Wall2005
YNL053W,1.1854,Wall2005
YNL055C,1.295,Wall2005
YNL058C,1.5273,Wall2005
YNL059C,1.8387,Wall2005
YNL061W,1.3812,Wall2005
YNL062C,1.6752,Wall2005
YNL063W,1.6569,Wall2005
YNL064C,1.0106,Wall2005
YNL065W,1.4607,Wall2005
YNL066W,1.6835,Wall2005
YNL071W,1.2546,Wall2005
YNL072W,1.5756,Wall2005
YNL073W,1.6659,Wall2005
YNL074C,1.3853,Wall2005
YNL075W,1.2508,Wall2005
YNL076W,1.4995,Wall2005
YNL077W,1.9964,Wall2005
YNL078W,1.8206,Wall2005
YNL080C,1.2182,Wall2005
YNL085W,1.3516,Wall2005
YNL086W,1.5335,Wall2005
YNL087W,1.6144,Wall2005
YNL088W,1.7216,Wall2005
YNL091W,1.8758,Wall2005
YNL092W,1.5947,Wall2005
YNL093W,1.7203,Wall2005
YNL094W,1.6209,Wall2005
YNL095C,1.4985,Wall2005
YNL098C,1.4774,Wall2005
YNL099C,1.4123,Wall2005
YNL100W,1.6895,Wall2005
YNL101W,1.5583,Wall2005
YNL104C,1.3349,Wall2005
YNL107W,1.2746,Wall2005
YNL111C,0.8489,Wall2005
YNL113W,1.8268,Wall2005
YNL115C,1.7284,Wall2005
YNL117W,1.5229,Wall2005
YNL118C,1.7444,Wall2005
YNL119W,1.9513,Wall2005
YNL122C,1.4794,Wall2005
YNL123W,1.6442,Wall2005
YNL125C,2.0288,Wall2005
YNL127W,1.6464,Wall2005
YNL128W,1.7194,Wall2005
YNL129W,1.5725,Wall2005
YNL133C,2.8988,Wall2005
YNL137C,1.5591,Wall2005
YNL141W,1.3802,Wall2005
YNL152W,1.6319,Wall2005
YNL153C,1.211,Wall2005
YNL154C,1.8305,Wall2005
YNL155W,1.9371,Wall2005
YNL156C,1.3206,Wall2005
YNL157W,1.7106,Wall2005
YNL158W,1.4933,Wall2005
YNL159C,1.722,Wall2005
YNL160W,1.2106,Wall2005
YNL163C,1.6333,Wall2005
YNL164C,1.5937,Wall2005
YNL165W,1.8373,Wall2005
YNL166C,1.9026,Wall2005
YNL167C,1.6928,Wall2005
YNL168C,1.8258,Wall2005
YNL169C,1.4868,Wall2005
YNL172W,1.6525,Wall2005
YNL173C,1.8976,Wall2005
YNL175C,1.445,Wall2005
YNL176C,1.6831,Wall2005
YNL177C,1.8179,Wall2005
YNL180C,1.37,Wall2005
YNL181W,1.5562,Wall2005
YNL182C,1.6575,Wall2005
YNL183C,1.5534,Wall2005
YNL185C,1.8958,Wall2005
YNL186W,1.6989,Wall2005
YNL187W,1.5974,Wall2005
YNL191W,1.4325,Wall2005
YNL192W,1.6759,Wall2005
YNL193W,1.7365,Wall2005
YNL194C,1.5817,Wall2005
YNL196C,2.1197,Wall2005
YNL199C,1.6059,Wall2005
YNL200C,1.2882,Wall2005
YNL201C,1.6078,Wall2005
YNL204C,1.7513,Wall2005
YNL206C,2.0425,Wall2005
YNL207W,1.8839,Wall2005
YNL210W,1.5244,Wall2005
YNL212W,1.7236,Wall2005
YNL213C,1.1662,Wall2005
YNL214W,1.6833,Wall2005
YNL215W,2.1555,Wall2005
YNL216W,1.7495,Wall2005
YNL217W,1.4867,Wall2005
YNL218W,1.8385,Wall2005
YNL219C,1.5322,Wall2005
YNL220W,1.1184,Wall2005
YNL221C,1.7471,Wall2005
YNL222W,0.9925,Wall2005
YNL224C,2.2298,Wall2005
YNL225C,2.2806,Wall2005
YNL229C,1.4892,Wall2005
YNL230C,1.2956,Wall2005
YNL231C,1.402,Wall2005
YNL232W,1.4884,Wall2005
YNL233W,1.9554,Wall2005
YNL234W,1.9148,Wall2005
YNL236W,1.575,Wall2005
YNL242W,1.6631,Wall2005
YNL244C,0.8356,Wall2005
YNL245C,1.6687,Wall2005
YNL249C,1.7059,Wall2005
YNL252C,1.5347,Wall2005
YNL253W,1.6577,Wall2005
YNL254C,1.5052,Wall2005
YNL255C,0.9612,Wall2005
YNL257C,1.7335,Wall2005
YNL259C,1.2112,Wall2005
YNL260C,2.1184,Wall2005
YNL261W,1.6163,Wall2005
YNL263C,1.345,Wall2005
YNL264C,1.3733,Wall2005
YNL267W,1.6489,Wall2005
YNL272C,1.4135,Wall2005
YNL275W,1.6568,Wall2005
YNL277W,1.5066,Wall2005
YNL278W,1.5243,Wall2005
YNL281W,0.7636,Wall2005
YNL287W,1.1144,Wall2005
YNL288W,1.2849,Wall2005
YNL289W,1.2985,Wall2005
YNL290W,1.9252,Wall2005
YNL291C,1.5384,Wall2005
YNL292W,1.4071,Wall2005
YNL293W,1.5152,Wall2005
YNL294C,1.5846,Wall2005
YNL295W,1.6452,Wall2005
YNL298W,1.4464,Wall2005
YNL305C,1.4145,Wall2005
YNL306W,1.6372,Wall2005
YNL308C,2.7147,Wall2005
YNL311C,1.6565,Wall2005
YNL313C,1.6339,Wall2005
YNL314W,1.5678,Wall2005
YNL315C,1.6322,Wall2005
YNL320W,1.3813,Wall2005
YNL325C,1.6792,Wall2005
YNL326C,1.3587,Wall2005
YNL327W,2.2197,Wall2005
YNL328C,1.2231,Wall2005
YNL329C,1.6062,Wall2005
YNL330C,1.2534,Wall2005
YNR003C,1.2408,Wall2005
YNR004W,1.5723,Wall2005
YNR006W,1.3967,Wall2005
YNR007C,1.4507,Wall2005
YNR008W,1.5898,Wall2005
YNR009W,1.1434,Wall2005
YNR010W,1.6508,Wall2005
YNR011C,1.5267,Wall2005
YNR012W,1.5418,Wall2005
YNR014W,1.4722,Wall2005
YNR015W,1.6288,Wall2005
YNR017W,1.8762,Wall2005
YNR024W,2.1921,Wall2005
YNR027W,1.4733,Wall2005
YNR028W,1.7315,Wall2005
YNR029C,1.6941,Wall2005
YNR030W,1.5569,Wall2005
YNR032W,1.3917,Wall2005
YNR033W,1.5714,Wall2005
YNR034W,1.3116,Wall2005
YNR035C,1.1253,Wall2005
YNR036C,1.2855,Wall2005
YNR037C,2.0947,Wall2005
YNR038W,1.4735,Wall2005
YNR039C,1.2787,Wall2005
YNR040W,1.4562,Wall2005
YNR041C,1.3349,Wall2005
YNR048W,1.2678,Wall2005
YNR049C,1.3347,Wall2005
YNR050C,1.0678,Wall2005
YNR051C,1.7673,Wall2005
YNR052C,1.2196,Wall2005
YOL003C,1.5451,Wall2005
YOL007C,1.4652,Wall2005
YOL008W,1.4658,Wall2005
YOL012C,1.1758,Wall2005
YOL013C,1.2344,Wall2005
YOL014W,2.3004,Wall2005
YOL018C,1.7088,Wall2005
YOL020W,1.4861,Wall2005
YOL022C,1.7585,Wall2005
YOL026C,1.5692,Wall2005
YOL027C,1.2747,Wall2005
YOL031C,1.6305,Wall2005
YOL032W,1.7201,Wall2005
YOL034W,1.7909,Wall2005
YOL036W,1.4001,Wall2005
YOL038W,1.1263,Wall2005
YOL039W,0.2667,Wall2005
YOL040C,0.2008,Wall2005
YOL041C,1.6142,Wall2005
YOL042W,1.5311,Wall2005
YOL043C,1.6494,Wall2005
YOL044W,1.4389,Wall2005
YOL056W,1.5619,Wall2005
YOL058W,0.9762,Wall2005
YOL059W,0.9621,Wall2005
YOL060C,1.5952,Wall2005
YOL061W,1.3346,Wall2005
YOL062C,1.3679,Wall2005
YOL063C,1.6304,Wall2005
YOL064C,1.2214,Wall2005
YOL065C,1.538,Wall2005
YOL066C,1.715,Wall2005
YOL068C,1.5252,Wall2005
YOL077C,1.1269,Wall2005
YOL080C,1.7013,Wall2005
YOL082W,1.7063,Wall2005
YOL083W,2.4211,Wall2005
YOL088C,1.3114,Wall2005
YOL090W,1.6761,Wall2005
YOL091W,1.8599,Wall2005
YOL092W,1.1694,Wall2005
YOL093W,1.7958,Wall2005
YOL094C,1.4373,Wall2005
YOL095C,1.4737,Wall2005
YOL097C,1.1893,Wall2005
YOL101C,1.341,Wall2005
YOL102C,1.5753,Wall2005
YOL104C,1.6477,Wall2005
YOL110W,1.1296,Wall2005
YOL112W,1.5932,Wall2005
YOL114C,1.3969,Wall2005
YOL115W,1.7376,Wall2005
YOL116W,1.4136,Wall2005
YOL117W,1.6976,Wall2005
YOL119C,1.6166,Wall2005
YOL122C,1.8814,Wall2005
YOL123W,1.2858,Wall2005
YOL124C,1.542,Wall2005
YOL125W,1.9505,Wall2005
YOL128C,1.2051,Wall2005
YOL129W,1.4409,Wall2005
YOL131W,2.4904,Wall2005
YOL132W,1.6569,Wall2005
YOL133W,1.3975,Wall2005
YOL136C,1.8348,Wall2005
YOL137W,1.6628,Wall2005
YOL138C,1.8392,Wall2005
YOL139C,0.534,Wall2005
YOL140W,1.5843,Wall2005
YOL142W,1.5079,Wall2005
YOL143C,1.2019,Wall2005
YOL144W,1.7054,Wall2005
YOL145C,1.9246,Wall2005
YOL147C,1.3806,Wall2005
YOL149W,1.6349,Wall2005
YOR002W,1.4043,Wall2005
YOR004W,1.3608,Wall2005
YOR014W,1.4167,Wall2005
YOR016C,1.1199,Wall2005
YOR017W,1.5658,Wall2005
YOR020C,0.9494,Wall2005
YOR021C,1.3926,Wall2005
YOR026W,1.5705,Wall2005
YOR027W,1.5335,Wall2005
YOR030W,1.5725,Wall2005
YOR033C,1.6509,Wall2005
YOR035C,1.7844,Wall2005
YOR036W,1.4881,Wall2005
YOR039W,1.3738,Wall2005
YOR049C,1.6123,Wall2005
YOR051C,1.7878,Wall2005
YOR052C,1.2476,Wall2005
YOR056C,1.3671,Wall2005
YOR057W,1.8324,Wall2005
YOR063W,0.2572,Wall2005
YOR064C,1.6919,Wall2005
YOR066W,1.6442,Wall2005
YOR074C,1.2308,Wall2005
YOR076C,1.6343,Wall2005
YOR077W,1.4139,Wall2005
YOR078W,2.1207,Wall2005
YOR079C,1.5837,Wall2005
YOR083W,1.5453,Wall2005
YOR085W,1.4538,Wall2005
YOR089C,1.4063,Wall2005
YOR092W,1.3704,Wall2005
YOR094W,1.0381,Wall2005
YOR097C,1.6107,Wall2005
YOR098C,1.7949,Wall2005
YOR099W,1.5891,Wall2005
YOR100C,1.4343,Wall2005
YOR104W,2.5271,Wall2005
YOR106W,1.55,Wall2005
YOR107W,2.2151,Wall2005
YOR110W,1.502,Wall2005
YOR111W,1.6382,Wall2005
